,symbol,name,sector,market_cap
5519,THTX,Theratechnologies,Biotechnology,237.41M
5520,TIG,Trean Insurance Group,Biotechnology,337.36M
5521,TIGO,Millicom International Cellular,Wireless Telecommunication Services,1.70B
5522,TIGR,UP Fintech Holding,Capital Markets,582.70M
5523,TIL,Instil Bio,Biotechnology,991.04M
5524,TILE,Interface,Commercial Services & Supplies,823.03M
5525,TIMB,TIM S.A.,Telecom Services,7.01B
5526,TINV,Tiga Acquisition,Blank Check / SPAC,353.28M
5527,TIOA,Tio Tech A,Blank Check / SPAC,423.06M
5528,TIPT,Tiptree,Insurance,375.17M
5529,TIRX,Tian Ruixiang Holdings,Insurance Brokers,8.90M
5530,TISI,"Team, Inc.",Commercial Services & Supplies,46.14M
5531,TITN,Titan Machinery,Trading Companies & Distributors,537.18M
5532,TIVC,Tivic Health Systems,Medical Devices,16.36M
5533,TIXT,TELUS International,Software-Infrastructure,6.51B
5534,TJX,The TJX Companies,Specialty Retail,71.41B
5535,TK,Teekay,"Oil, Gas & Consumable Fuels",342.20M
5536,TKAT,Takung Art Co.,Interactive Media & Services,46.02M
5537,TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,2.69B
5538,TKLF,Yoshitsu ,Household & Personal Products,51.84M
5539,TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,247.62M
5540,TKR,The Timken Company,Machinery,4.38B
5541,TLGA,TLG Acquisition One,Blank Check / SPAC,489.00M
5542,TLGY,TLGY Acquisition,Blank Check / SPAC,286.64M
5543,TLIS,Talis Biomedical,Medical Devices,27.02M
5544,TLK,Telkom Indonesia,Diversified Telecommunication Services,28.37B
5545,TLRY,Tilray,Pharmaceuticals,2.29B
5546,TLS,Telos,Software,541.03M
5547,TLSA,Tiziana Life Sciences,Biotechnology,44.27M
5548,TLYS,Tilly's,Specialty Retail,246.56M
5549,TM,Toyota Motor,Automobiles,224.67B
5550,TMAC,The Music Acquisition,Blank Check / SPAC,281.18M
5551,TMBR,Timber Pharmaceuticals,Biotechnology,16.56M
5552,TMC,TMC the metals company,Other Industrial Metals & Mining,309.98M
5553,TMCI,Treace Medical Concepts,Medical Devices,865.67M
5554,TMDI,Titan Medical,Health Care Equipment & Supplies,49.52M
5555,TMDX,TransMedics Group,Health Care Equipment & Supplies,771.99M
5556,TME,Tencent Music Entertainment Group,Entertainment,6.73B
5557,TMHC,Taylor Morrison Home,Household Durables,3.27B
5558,TMKR,Tastemaker Acquisition,Blank Check / SPAC,341.21M
5559,TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,218.44B
5560,TMP,Tompkins Financial,Banks,1.06B
5561,TMPM,Turmeric Acquisition,Blank Check / SPAC,124.83M
5562,TMQ,Trilogy Metals,Metals & Mining,136.95M
5563,TMST,TimkenSteel,Metals & Mining,1.03B
5564,TMUS,T-Mobile US,Wireless Telecommunication Services,161.29B
5565,TMX,Terminix Global Holdings,Personal Services,5.25B
5566,TNC,Tennant Company,Machinery,1.12B
5567,TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,4.51B
5568,TNET,TriNet Group,Professional Services,4.69B
5569,TNGX,Tango Therapeutics,Biotechnology,492.67M
5570,TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",657.50M
5571,TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",4.09B
5572,TNON,Tenon Medical,Medical Devices,47.64M
5573,TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",316.91M
5574,TNXP,Tonix Pharmaceuticals Holding,Biotechnology,46.94M
5575,TNYA,Tenaya Therapeutics,Biotechnology,274.10M
5576,TOAC,Talon 1 Acquisition,Blank Check / SPAC,289.51M
5577,TOI,The Oncology Institute,Medical Care Facilities,644.10M
5578,TOL,Toll Brothers,Household Durables,5.49B
5579,TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,18.58M
5580,TOPS,Top Ships,"Oil, Gas & Consumable Fuels",26.85M
5581,TOST,Toast,Software-Infrastructure,7.84B
5582,TOUR,Tuniu,"Hotels, Restaurants & Leisure",61.85M
5583,TOWN,TowneBank,Banks,2.09B
5584,TPB,Turning Point Brands,Tobacco,497.84M
5585,TPBA,TPB Acquisition I,Blank Check / SPAC,218.48M
5586,TPC,Tutor Perini,Construction & Engineering,497.15M
5587,TPG,TPG Inc.,Asset Management,2.19B
5588,TPGY,TPG Pace Beneficial Finance,Shell Companies,432.25M
5589,TPH,TRI Pointe Homes,Household Durables,2.12B
5590,TPHS,Trinity Place Holdings,Real Estate Management & Development,43.11M
5591,TPIC,TPI Composites,Electrical Equipment,517.88M
5592,TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",10.77B
5593,TPR,Tapestry,"Textiles, Apparel & Luxury Goods",7.87B
5594,TPST,Tempest Therapeutics,Biotechnology,35.92M
5595,TPTX,Turning Point Therapeutics,Biotechnology,1.82B
5596,TPVG,TriplePoint Venture Growth BDC,Capital Markets,436.68M
5597,TPX,Tempur Sealy International,Household Durables,4.40B
5598,TR,Tootsie Roll Industries,Food Products,2.26B
5599,TRAQ,Trine II Acquisition,Blank Check / SPAC,512.32M
5600,TRC,Tejon Ranch Company,Real Estate Management & Development,446.72M
5601,TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,260.37M
5602,TRDA,Entrada Therapeutics,Biotechnology,184.43M
5603,TREC,Trecora Resources,Chemicals,227.29M
5604,TREE,LendingTree,Thrifts & Mortgage Finance,764.03M
5605,TREX,Trex Company,Building Products,6.90B
5606,TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",15.86B
5607,TRHC,Tabula Rasa HealthCare,Health Care Technology,61.91M
5608,TRI,Thomson Reuters,Professional Services,47.30B
5609,TRIB,Trinity Biotech,Health Care Equipment & Supplies,26.34M
5610,TRIN,Trinity Capital,Asset Management,592.96M
5611,TRIP,TripAdvisor,Interactive Media & Services,3.64B
5612,TRIS,Tristar Acquisition I,Blank Check / SPAC,282.61M
5613,TRKA,Troika Media Group,Advertising Agencies,32.37M
5614,TRMB,Trimble,"Electronic Equipment, Instruments & C...",16.73B
5615,TRMD,Torm PLC,Oil & Gas Midstream,1.05B
5616,TRMK,Trustmark,Banks,1.77B
5617,TRMR,Tremor International,Advertising Agencies,905.86M
5618,TRN,Trinity Industries,Machinery,2.03B
5619,TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,4.54B
5620,TRNS,Transcat,Trading Companies & Distributors,492.61M
5621,TRON,Corner Growth Acquisition 2,Blank Check / SPAC,230.56M
5622,TROO,TROOPS,Software-Application,287.52M
5623,TROW,T. Rowe Price Group,Capital Markets,27.87B
5624,TROX,Tronox Holdings,Chemicals,2.79B
5625,TRP,TC Energy,"Oil, Gas & Consumable Fuels",56.71B
5626,TRQ,Turquoise Hill Resources,Metals & Mining,5.67B
5627,TRS,TriMas,Machinery,1.17B
5628,TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,604.51M
5629,TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,19.38M
5630,TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,416.16M
5631,TRTN,Triton International,Trading Companies & Distributors,3.96B
5632,TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,791.15M
5633,TRU,TransUnion,Professional Services,15.78B
5634,TRUE,TrueCar,Interactive Media & Services,286.19M
5635,TRUP,Trupanion,Insurance,2.59B
5636,TRV,The Travelers Companies,Insurance,41.32B
5637,TRVG,Trivago,Interactive Media & Services,591.66M
5638,TRVI,Trevi Therapeutics,Pharmaceuticals,86.66M
5639,TRVN,Trevena,Biotechnology,42.39M
5640,TRX,Tanzanian Gold,Metals & Mining,86.20M
5641,TS,Tenaris,Energy Equipment & Services,19.41B
5642,TSAT,Telesat,Communication Equipment,718.07M
5643,TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,211.30M
5644,TSC,TriState Capital Holdings,Banks,988.92M
5645,TSCO,Tractor Supply Company,Specialty Retail,19.70B
5646,TSE,Trinseo,Chemicals,1.62B
5647,TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5.13B
5648,TSHA,Taysha Gene Therapies,Biotechnology,110.08M
5649,TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,367.50M
5650,TSLA,Tesla,Automobiles,697.81B
5651,TSLX,Sixth Street Specialty Lending,Capital Markets,1.55B
5652,TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,475.46B
5653,TSN,Tyson Foods,Food Products,31.74B
5654,TSP,TuSimple Holdings,Trucking,1.77B
5655,TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,564.84M
5656,TSQ,Townsquare Media,Media,169.79M
5657,TSRI,"TSR, Inc.",IT Services,15.26M
5658,TSVT,2seventy bio,Biotechnology,463.70M
5659,TT,Trane Technologies,Building Products,30.75B
5660,TTC,The Toro Company,Machinery,7.99B
5661,TTCF,Tattooed Chef,Packaged Foods,563.20M
5662,TTD,The Trade Desk,Software,25.44B
5663,TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",146.50B
5664,TTEC,TTEC Holdings,IT Services,3.02B
5665,TTEK,Tetra Tech,Commercial Services & Supplies,6.75B
5666,TTGT,TechTarget,Media,1.98B
5667,TTI,TETRA Technologies,Energy Equipment & Services,593.82M
5668,TTM,Tata Motors,Automobiles,21.12B
5669,TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1.41B
5670,TTNP,Titan Pharmaceuticals,Pharmaceuticals,5.49M
5671,TTOO,T2 Biosystems,Biotechnology,37.78M
5672,TTSH,Tile Shop Holdings,Specialty Retail,220.13M
5673,TTWO,Take-Two Interactive Software,Entertainment,14.07B
5674,TU,TELUS,Diversified Telecommunication Services,33.88B
5675,TUEM,Tuesday Morning,Discount Stores,47.60M
5676,TUFN,Tufin Software Technologies,Software,482.10M
5677,TUP,Tupperware Brands,Household Durables,272.09M
5678,TURN,180 Degree Capital,Capital Markets,64.53M
5679,TUSK,Mammoth Energy Services,Energy Equipment & Services,103.81M
5680,TUYA,"Tuya, Inc.",Software-Infrastructure,1.39B
5681,TV,Grupo Televisa SAB,Media,5.25B
5682,TVTX,Travere Therapeutics,Biotechnology,1.50B
5683,TVTY,Tivity Health,Health Care Providers & Services,1.61B
5684,TW,Tradeweb Markets,Capital Markets,15.35B
5685,TWCB,Bilander Acquisition,Blank Check / SPAC,379.05M
5686,TWI,Titan International,Machinery,1.05B
5687,TWIN,"Twin Disc,",Machinery,153.58M
5688,TWKS,Thoughtworks Holding,Information Technology Services,5.09B
5689,TWLO,Twilio,IT Services,18.21B
5690,TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,432.71M
5691,TWND,Tailwind Acquisition,Blank Check / SPAC,414.01M
5692,TWNI,Tailwind International Acquisition,Blank Check / SPAC,422.63M
5693,TWNK,Hostess Brands,Food Products,2.96B
5694,TWO,Two Harbors Investment,Mortgage Real Estate Investment Trust...,1.75B
5695,TWOA,two,Blank Check / SPAC,267.40M
5696,TWOU,"2U, Inc.",Software,858.58M
5697,TWST,Twist Bioscience,Biotechnology,2.08B
5698,TWTR,Twitter,Interactive Media & Services,28.92B
5699,TX,Ternium,Metals & Mining,8.34B
5700,TXG,10X Genomics,Life Sciences Tools & Services,5.56B
5701,TXMD,TherapeuticsMD,Pharmaceuticals,23.23M
5702,TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,156.44B
5703,TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",4.85B
5704,TXT,Textron,Aerospace & Defense,13.82B
5705,TYG,Tortoise Energy Infrastructure,Asset Management,383.72M
5706,TYL,Tyler Technologies,Software,14.18B
5707,TYME,Tyme Technologies,Biotechnology,47.86M
5708,TYRA,Tyra Biosciences,Biotechnology,391.51M
5709,TZOO,Travelzoo,Interactive Media & Services,84.77M
5710,TZPS,TZP Strategies Acquisition,Blank Check / SPAC,351.83M
5711,U,Unity Software,Software,12.18B
5712,UA,Under Armour,"Textiles, Apparel & Luxury Goods",4.16B
5713,UAA,Under Armour,"Textiles, Apparel & Luxury Goods",4.12B
5714,UAL,United Airlines Holdings,Airlines,14.55B
5715,UAMY,United States Antimony,Metals & Mining,46.20M
5716,UAN,CVR Partners LP,Chemicals,1.43B
5717,UAVS,AgEagle Aerial Systems,Machinery,67.07M
5718,UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,664.27M
5719,UBCP,United Bancorp,Banks,90.67M
5720,UBER,Uber Technologies,Road & Rail,46.10B
5721,UBFO,United Security Bancshares,Banks,127.25M
5722,UBOH,United Bancshares,Banks,103.36M
5723,UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,657.17M
5724,UBS,UBS Group AG,Capital Markets,61.86B
5725,UBSI,United Bankshares,Banks,4.96B
5726,UBX,Unity Biotechnology,Biotechnology,56.49M
5727,UCBI,United Community Banks,Banks,3.27B
5728,UCL,uCloudlink Group,Telecom Services,31.52M
5729,UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1.42B
5730,UDMY,Udemy,Education & Training Services,1.70B
5731,UDR,"UDR, Inc.",Equity Real Estate Investment Trusts ...,25.47B
5732,UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,2.17B
5733,UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",977.82M
5734,UEIC,Universal Electronics,Household Durables,337.35M
5735,UEPS,Net 1 UEPS Technologies,IT Services,272.81M
5736,UFAB,Unique Fabricating,Auto Components,16.31M
5737,UFCS,United Fire Group,Insurance,773.02M
5738,UFI,Unifi,"Textiles, Apparel & Luxury Goods",254.25M
5739,UFPI,UFP Industries,Building Products,4.74B
5740,UFPT,UFP Technologies,Containers & Packaging,543.60M
5741,UG,United-Guardian,Personal Products,80.31M
5742,UGI,UGI Corporation,Gas Utilities,8.61B
5743,UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",3.14B
5744,UGRO,Urban-gro,Farm & Heavy Construction Machinery,65.31M
5745,UHAL,Amerco,Road & Rail,10.08B
5746,UHS,Universal Health Services,Health Care Providers & Services,9.02B
5747,UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts ...,697.52M
5748,UI,Ubiquiti,Communications Equipment,15.25B
5749,UIHC,United Insurance Holdings,Insurance,72.13M
5750,UIS,Unisys,IT Services,794.75M
5751,UK,Ucommune International,Real Estate Services,12.80M
5752,UL,Unilever,Personal Products,113.78B
5753,ULBI,Ultralife,Electrical Equipment,84.51M
5754,ULCC,Frontier Group Holdings,Airlines,1.99B
5755,ULH,Universal Logistics Holdings,Road & Rail,653.90M
5756,ULTA,Ulta Beauty,Specialty Retail,18.08B
5757,UMBF,UMB Financial,Banks,4.36B
5758,UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,21.36B
5759,UMH,UMH Properties,Equity Real Estate Investment Trusts ...,1.06B
5760,UMPQ,Umpqua Holdings,Banks,3.77B
5761,UNAM,Unico American,Insurance,10.08M
5762,UNB,Union Bankshares,Banks,131.00M
5763,UNCY,Unicycive Therapeutics,Biotechnology,12.76M
5764,UNF,UniFirst,Commercial Services & Supplies,3.04B
5765,UNFI,United Natural Foods,Food & Staples Retailing,2.21B
5766,UNH,UnitedHealth Group,Health Care Providers & Services,462.66B
5767,UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,2.50B
5768,UNM,Unum Group,Insurance,7.07B
5769,UNP,Union Pacific,Road & Rail,135.73B
5770,UNTY,Unity Bancorp,Banks,293.80M
5771,UNVR,Univar Solutions,Trading Companies & Distributors,4.88B
5772,UONE,Urban One,Media,381.55M
5773,UONEK,Urban One,Media,397.01M
5774,UP,Wheels Up Experience,Airports & Air Services,602.48M
5775,UPC,Universe Pharmaceuticals,Drug Manufacturers-Specialty & Generic,23.82M
5776,UPH,UpHealth,Health Information Services,109.29M
5777,UPLD,Upland Software,Software,408.11M
5778,UPS,United Parcel Service,Air Freight & Logistics,151.83B
5779,UPST,Upstart Holdings,Consumer Finance,3.69B
5780,UPTD,TradeUP Acquisition,Blank Check / SPAC,58.56M
5781,UPWK,Upwork,Professional Services,2.29B
5782,URBN,Urban Outfitters,Specialty Retail,1.86B
5783,URG,Ur-Energy,"Oil, Gas & Consumable Fuels",255.19M
5784,URGN,UroGen Pharma,Biotechnology,125.95M
5785,URI,United Rentals,Trading Companies & Distributors,19.42B
5786,UROY,Uranium Royalty,Uranium,271.43M
5787,USAC,USA Compression Partners LP,Energy Equipment & Services,1.71B
5788,USAK,USA Truck,Road & Rail,141.33M
5789,USAP,Universal Stainless & Alloy Products,Metals & Mining,72.91M
5790,USAS,Americas Gold & Silver,Metals & Mining,132.23M
5791,USAU,U.S. Gold,Metals & Mining,35.07M
5792,USB,U.S. Bancorp,Banks,75.88B
5793,USCB,USCB Financial Holdings,Banks-Regional,259.71M
5794,USCT,TKB Critical Technologies 1,Blank Check / SPAC,293.25M
5795,USDP,USD Partners LP,"Oil, Gas & Consumable Fuels",206.45M
5796,USEG,U.S. Energy,"Oil, Gas & Consumable Fuels",95.96M
5797,USER,UserTesting,Software-Application,791.47M
5798,USFD,US Foods Holding,Food & Staples Retailing,6.88B
5799,USIO,"Usio, Inc.",IT Services,59.25M
5800,USLM,United States Lime & Minerals,Construction Materials,639.69M
5801,USM,United States Cellular,Wireless Telecommunication Services,2.58B
5802,USNA,USANA Health Sciences,Personal Products,1.32B
5803,USPH,U.S. Physical Therapy,Health Care Providers & Services,1.40B
5804,USWS,U.S. Well Services,Oil & Gas Equipment & Services,45.40M
5805,USX,U.S. Xpress Enterprises,Road & Rail,151.11M
5806,UTAA,UTA Acquisition,Blank Check / SPAC,285.49M
5807,UTHR,United Therapeutics,Biotechnology,8.73B
5808,UTI,Universal Technical Institute,Diversified Consumer Services,271.61M
5809,UTL,Unitil,Multi-Utilities,894.53M
5810,UTMD,Utah Medical Products,Health Care Equipment & Supplies,303.12M
5811,UTME,UTime,Consumer Electronics,9.59M
5812,UTRS,Minerva Surgical,Health Information Services,70.93M
5813,UTSI,UTStarcom Holdings,Communications Equipment,22.63M
5814,UTZ,Utz Brands,Food Products,1.05B
5815,UUU,Universal Security Instruments,"Electronic Equipment, Instruments & C...",7.34M
5816,UUUU,Energy Fuels,"Oil, Gas & Consumable Fuels",980.06M
5817,UVE,Universal Insurance Holdings,Insurance,382.18M
5818,UVSP,Univest Financial,Banks,761.87M
5819,UVV,Universal,Tobacco,1.49B
5820,UWMC,UWM Holdings,Mortgage Finance,6.41B
5821,UXIN,Uxin Limited,Internet & Direct Marketing Retail,158.95M
5822,V,Visa Inc.,IT Services,435.86B
5823,VABK,Virginia National Bankshares,Banks,175.13M
5824,VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",5.73B
5825,VACC,Vaccitech,Biotechnology,169.26M
5826,VAL,Valaris,Oil & Gas Equipment & Services,4.34B
5827,VALE,Vale S.A.,Metals & Mining,82.25B
5828,VALN,Valneva SE,Biotechnology,1.24B
5829,VALU,Value Line,Capital Markets,689.40M
5830,VAPO,Vapotherm,Health Care Equipment & Supplies,85.53M
5831,VAQC,Vector Acquisition II,Blank Check / SPAC,560.32M
5832,VATE,INNOVATE,Engineering & Construction,186.67M
5833,VAXX,Vaxxinity,Biotechnology,569.50M
5834,VBFC,Village Bank & Trust Financial,Banks,74.84M
5835,VBIV,VBI Vaccines,Biotechnology,245.96M
5836,VBLT,Vascular Biogenics,Biotechnology,106.09M
5837,VBNK,VersaBank,Banks-Regional,252.86M
5838,VBOC,Viscogliosi Brothers Acquisition,Blank Check / SPAC,95.64M
5839,VBTX,Veritex Holdings,Banks,1.78B
5840,VC,Visteon,Auto Components,2.92B
5841,VCEL,Vericel,Biotechnology,1.29B
5842,VCKA,Vickers Vantage I,Blank Check / SPAC,234.39M
5843,VCNX,Vaccinex,Biotechnology,46.93M
5844,VCSA,Vacasa,Software-Application,1.91B
5845,VCTR,Victory Capital Holdings,Capital Markets,1.83B
5846,VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,269.12M
5847,VCXB,10x Capital Venture Acquisition III,Blank Check / SPAC,409.47M
5848,VCYT,Veracyte,Biotechnology,1.29B
5849,VEC,Vectrus,Aerospace & Defense,413.22M
5850,VECO,Veeco Instruments,Semiconductors & Semiconductor Equipment,1.09B
5851,VECT,VectivBio Holding AG,Biotechnology,228.43M
5852,VEDU,Visionary Education Technology Holdings Group,Education & Training Services,80.86M
5853,VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,22.75M
5854,VEEV,Veeva Systems,Health Care Technology,25.33B
5855,VEL,Velocity Financial,Thrifts & Mortgage Finance,324.49M
5856,VELO,Velocity Acquisition,Blank Check / SPAC,280.57M
5857,VENA,Venus Acquisition,Blank Check / SPAC,61.71M
5858,VEON,VEON Ltd.,Wireless Telecommunication Services,1.06B
5859,VERA,Vera Therapeutics,Biotechnology,443.54M
5860,VERB,Verb Technology Company,Software,52.55M
5861,VERI,Veritone,Software,287.46M
5862,VERO,Venus Concept,Medical Devices,44.47M
5863,VERU,Veru Inc.,Personal Products,1.06B
5864,VERV,Verve Therapeutics,Biotechnology,674.45M
5865,VERX,Vertex,Software-Application,1.78B
5866,VERY,Vericity,Insurance,105.61M
5867,VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",3.34B
5868,VEV,Vicinity Motor,Auto Manufacturers,63.22M
5869,VFC,VF Corporation,"Textiles, Apparel & Luxury Goods",18.10B
5870,VFF,Village Farms International,Food Products,269.23M
5871,VG,Vonage Holdings,Diversified Telecommunication Services,5.00B
5872,VGFC,The Very Good Food Company,Packaged Foods,19.79M
5873,VGII,Virgin Group Acquisition II,Blank Check / SPAC,500.11M
5874,VGR,Vector Group,Tobacco,1.84B
5875,VGZ,Vista Gold,Metals & Mining,94.06M
5876,VHAQ,Viveon Health Acquisition,Blank Check / SPAC,102.55M
5877,VHC,VirnetX Holding,Software,86.90M
5878,VHI,Valhi,Chemicals,1.29B
5879,VHNA,Vahanna Tech Edge Acquisition I,Blank Check / SPAC,249.12M
